conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code
Occupation,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,1439,touroperator manager,"hoofd reisorganisatie
manager van een reisorganisatie",,released,2024-02-23T08:19:23.514Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Touroperator managers zijn verantwoordelijk voor het beheer van personeel en activiteiten die verband houden met de organisatie van pakketreizen en andere toeristische diensten.,1439.7
Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,6123,imker,"bijker
bijenkweker
bijenhouder",,released,2024-02-23T08:35:21.128Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Imkers houden toezicht op de productie en de dagelijkse verzorging van bijen. Zij zorgen voor de gezondheid en het welzijn van de bijen.,6123.1
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342,administratief medewerker juridisch secretariaat,"notarieel secretaris
notarieel secretaresse
juridisch secretaris
administratief medewerker juridisch secretariaat
administratief medewerkster juridisch secretariaat
juridisch secretaresse",,released,2024-01-26T14:54:54.775Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Administratief medewerkers juridisch secretariaat voeren de dagelijkse administratieve werkzaamheden van firma's, notariskantoren en bedrijven uit. Dit omvat onder meer mails schrijven, de telefoon opnemen en teksten typen. Zij combineren deze activiteiten met specifieke kennis van en inzicht in juridische procedures en voorschriften.",3342.2
Occupation,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,3134,operator oliepompsysteem,operator petroleumpompsysteem,,released,2024-01-26T14:51:14.378Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operators oliepompsysteem staan in voor pompen die de circulatie van olie en afgeleide producten soepel laten verlopen. Zij monitoren het debiet in de leidingen bij een raffinaderij en testen de apparatuur om storingen zoveel mogelijk te voorkomen. Zij werken vanuit een sterk geautomatiseerde controlekamer, waar ze met andere werknemers communiceren om de pompactiviteiten te coördineren. Zij voeren kleine reparatie- en onderhoudswerkzaamheden uit en rapporteren zoals gevraagd.",3134.4
Occupation,http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,8153,productiemedewerker beschermende kleding,"productiemedewerkster beschermende kleding
productiemedewerker beschermende kleding
productiemedewerkster beschermkledij
productiemedewerker beschermkledij",,released,2024-01-26T16:06:17.964Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Productiemedewerkers beschermende kleding produceren persoonlijke beschermingsmiddelen (PBM) van textiel. Zij produceren kleding die bestand is tegen verschillende gevaren (zoals thermische, fysische, elektrische, biologische en chemische gevaren), verwarmende kleding met een hoge zichtbaarheid, die beschermt tegen koel of koud weer, regen, UV-zonnestraling enz. Zij volgen daarbij de normen en beoordelen of aan de eisen wordt voldaan.",8153.1.5
Occupation,http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,8122,coatingmachinebediener,"galvaniseerder
coatingmachineoperator
galvaniseur",,released,2024-01-23T10:09:53.335Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Coatingmachinebedieners configureren en bedienen coatingmachines die metalen producten bekleden met een dunne laag dekmaterialen, zoals lak, glazuur, koper, nikkel, zink, cadmium, chroom of een andere metaallaag, om de oppervlakken van de metalen producten te beschermen of te verfraaien. Zij voeren alle coatingmachine-instellingen uit op verschillende coaters.",8122.3
Occupation,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,6221,beheerder van aquacultuurkwekerij,,,released,2024-01-23T13:38:55.829Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Beheerders van aquacultuurkwekerijen plannen, leiden en coördineren de productie van vis en schaal- en schelpdieren op grote schaal, ontwikkelen strategieën voor de kweek van aquacultuur waarbij gebruik wordt gemaakt van verschillende soorten paaitechnieken. Zij controleren de voortplantingsfase en de fasen van de levenscyclus van gekweekte soorten in een vroeg stadium. Zij zien toe op de incubatie-, voeder- en kweektechnieken van de gekweekte soorten.",6221.3
Occupation,http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,7223,werktuigkundige aandrijvingen,,,released,2024-01-16T16:15:45.415Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Werktuigkundigen aandrijvingen maken precisieonderdelen voor raderwerk en andere aandrijvingselementen. Zij gebruiken verschillende werktuigmachines.,7223.8
Occupation,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,1411,reserveringsmanager,"office manager
hoofdreceptionist
directeur kamers
receptiemanager",,released,2024-01-23T10:54:41.155Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Reserveringsmanagers zijn belast met het beheer en de coördinatie van een team van medewerkers aan de ontvangstbalie, reserveringen, huishoudelijke uitgaven en de onderhoudsafdelingen.",1411.3
Occupation,http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,7316,aardewerkschilder,"schilder (aardewerk)
tegelschilder
schilderes op aardewerk
aardewerkschilderes
schilder op keramiek
schilderes (aardewerk)
keramiekschilder
decorateur aardewerk
schilderes (keramiek)
schilderes op keramiek
keramiekschilderes
schilder op aardewerk
tegelschilderes
schilder (keramiek)","ceramiekschilder
schilder (ceramiek)",released,2024-01-26T15:04:32.342Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Aardewerkschilders ontwerpen en creëren visuele kunst op keramische oppervlakken en voorwerpen, zoals tegels, beeldhouwwerk, vaatwerk en aardewerk. Zij gebruiken verschillende technieken voor het vervaardigen van decoratieve illustraties, variërend van sjabloneren tot tekenen met de vrije hand.",7316.1.1
Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153,ingenieur telecommunicatie,"telecommunicatie-ingenieur
telecommunications designer
telecommunicatienetwerk ingenieur
telecoms engineer
telecom-ingenieur
telecom ingenieur",,released,2024-01-26T11:25:53.84Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Ingenieurs op het gebied van telecommunicatie ontwerpen, bouwen, testen en onderhouden telecommunicatiesystemen en -netwerken, met inbegrip van radio- en omroepapparatuur. \
Zij analyseren de behoeften en eisen van de klant, zorgen ervoor dat de apparatuur in overeenstemming is met de voorschriften, en stellen verslagen en voorstellen op met betrekking tot problemen in verband met telecommunicatie en presenteren deze. Ingenieurs op het gebied van telecommunicatie ontwerpen en overzien de dienstverlening in alle fasen, houden toezicht op de installatie en het gebruik van telecommunicatieapparatuur en -faciliteiten, stellen documentatie op en verzorgen trainingen voor het personeel van de onderneming zodra nieuwe apparatuur is geïnstalleerd.",2153.1
Occupation,http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,2352,docent alfabetisering,"docent NT2
docente Nederlands als tweede taal
docent Alfa NT2
docent Nederlands als tweede taal
lesgever alfabetisering
lesgever NT2
docente Alfa NT2
lesgeefster alfabetisering
docente alfabetisering
lesgeefster NT2
lesgeefster Alfa NT2
lesgever Alfa NT2
docente NT2",,released,2023-12-21T09:40:05.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Leerkrachten op het gebied van lees- en schrijfvaardigheid van volwassenen instrueren volwassen studenten, met inbegrip van recente immigranten en voortijdige schoolverlaters, bij het lezen en schrijven van vaardigheden, gewoonlijk op het niveau van het basisonderwijs. De leerkrachten in het volwassenenonderwijs betrekken de leerlingen bij de planning en uitvoering van hun leesactiviteiten, en beoordelen en evalueren ze individueel door middel van opdrachten en examens.",2352.1.1
Occupation,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,1321,kwaliteitsmanager schoenproductie,"kwaliteitsmanager schoenindustrie
kwaliteitscontroleur schoenproductie
baas kwaliteits- en controledienst schoenproductie",,released,2024-01-26T16:58:41.435Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kwaliteitsmanagers op het gebied van schoenproductie zorgen voor de uitvoering, het beheer en de promotie van de kwaliteitssystemen in de onderneming en maken daarbij gebruik van adequate instrumenten en methoden op basis van nationale, internationale of bedrijfsnormen. Zij zijn belast met het vaststellen van eisen en doelstellingen en het opstellen van documenten. Zij analyseren klachten en bevorderen en coördineren corrigerende en preventieve maatregelen. Zij bevorderen een doeltreffende interne en externe communicatie en zorgen ervoor dat aan de eisen van de consument wordt voldaan. Zij zijn verantwoordelijk voor de omschrijving van de instrumenten voor het toezicht op en de controle van de kwaliteitssystemen, namelijk interne of externe audits, en zij nemen deel aan de interne controle.",1321.2.2.1
Occupation,http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,7126,sprinklermonteur,"monteuse sprinklerinstallaties
sprinklermonteuse
installateur sprinklerinstallaties
monteuse van sprinklerinstallaties
monteur van sprinklerinstallaties
monteur sprinklerinstallaties
installateur van sprinklerinstallaties
sprinklerinstallateur",,released,2016-07-05T15:45:57Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Sprinklermonteurs zijn verantwoordelijk voor de installatie van brandbeveiligingssystemen die water sproeien. Zij verbinden pijpen, buizen en noodzakelijke toebehoren. Sprinklermonteurs testen ook de systemen op lekken.",7126.12
Occupation,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,1324,distributiemanager elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,"manager goederenstroom elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
logistiek planner elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
supply chain manager elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
distributiechef elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
verantwoordelijke distributielogistiek elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
logistiek manager elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
chef distributie elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
hoofd distributie elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
manager distributie elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
supply chain planner elektronische en telecommunicatieapparatuur en bijbehorende onderdelen",,released,2024-01-26T15:40:41.703Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Distributiemanagers van elektronische en telecommunicatieapparatuur en bijbehorende onderdelen plannen de distributie van elektronische en de telecommunicatieapparatuur en bijbehorende onderdelen naar verschillende verkooppunten.,1324.3.1.6.11
Occupation,http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,2352,leerkracht speciaal voortgezet onderwijs,"leerkracht bijzonder secundair onderwijs
lerares bijzonder voortgezet onderwijs
onderwijsgevende bijzonder voortgezet onderwijs
leerkracht buitengewoon secundair onderwijs
onderwijsgevende buitengewoon secundair onderwijs
leraar/lerares bijzonder secundair onderwijs
leraar speciaal voortgezet onderwijs
lerares speciaal voortgezet onderwijs
onderwijsgevende speciaal voortgezet onderwijs
lerares buitengewoon secundair onderwijs
lerares bijzonder secundair onderwijs
onderwijsgevende bijzonder secundair onderwijs
leraar bijzonder secundair onderwijs
leraar/lerares buitengewoon secundair onderwijs
leraar bijzonder voortgezet onderwijs
leraar buitengewoon secundair onderwijs
leerkracht bijzonder voortgezet onderwijs
leraar/lerares bijzonder voortgezet onderwijs",,released,2024-01-12T13:41:37.173Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","In het kader van de speciale educatieve behoeften van leraren in het middelbaar onderwijs wordt een speciaal ontworpen instructie gegeven aan studenten over een aantal handicaps op het niveau van het middelbaar onderwijs en zien zij erop toe dat zij hun leerpotentieel bereiken. In het kader van de speciale educatieve behoeften van leerkrachten in het voortgezet onderwijs met kinderen die een lichte tot matige handicaps hebben, wordt een aangepast curriculum uitgevoerd om aan de specifieke behoeften van elke student te voldoen. In het bijzonder onderwijs voor leerlingen met een verstandelijke handicap en autisme bij leerlingen in het middelbaar onderwijs, waarbij de nadruk wordt gelegd op het aanleren van elementaire en geavanceerde lees- en schrijfvaardigheid, sociale vaardigheden en vaardigheden op het gebied van autisme in het onderwijs. Alle leerkrachten beoordelen de vooruitgang van de studenten, rekening houdend met hun sterke en zwakke punten, en delen hun bevindingen mee aan ouders, counselors, beheerders en andere betrokken partijen.",2352.1.6
Occupation,http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,1431,uitvoerend producent,"productieleider
manager theaterproducties
productiemanager
voorstellingsleidster
uitvoerend producente
theaterproducent
filmproductieleider
tourmanager
theaterproducente
voorstellingsleider",,released,2024-01-17T16:39:50.16Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Uitvoerend producenten zorgen voor een aantal praktische zaken in verband met de productie. Zij houden zich bezig met aangelegenheden variërend van de aanwerving van personeel en de aanschaf van materialen en diensten tot goederen, douanecoördinatie, telecommunicatie, arbeidsverhoudingen, logistiek, informatietechnologie, samenwerking van de regering, reservering van de locatie, planning, exploitatiebeheer, het herstellen van vertragingsproblemen en veiligheid op de werkplek.",1431.1.2
Occupation,http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,1321,manager metaalproductie,"technisch directrice metaalproductie
bedrijfsleider metaalproducten
bedrijfsleider metaalproductie
bedrijfsleider metaalwarenproducten
bedrijfsleider metaalwarenproductie
bedrijfsleidster metaalwarenproducten
bedrijfsleidster metaalproductie
chef metaalsmelterij
manager metaalsmelterij
operations manager metaalproductie
technisch directeur metaalproductie
bedrijfsleidster metaalwarenproductie
chef metaalwarenproductie",,released,2024-01-17T16:10:56.055Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Metaalproductiemanagers organiseren en beheren de dagelijkse projectwerkzaamheden en die op de lange termijn in een fabriek voor de fabricage van metalen, om primaire metalen tot bewerkte metalen te verwerken. Zij maken en plannen productieplannen, werven nieuw personeel, handhaven het veiligheids- en ondernemingsbeleid, en streven naar tevredenheid van de klanten door de kwaliteit van het product te waarborgen.",1321.2.1.8
Occupation,http://data.europa.eu/esco/occupation/036dc42f-bd4d-4533-a3cc-fcd313227ce3,8211,assemblagetechnicus vliegtuigmotoren,"assemblagemedewerker vliegtuigmotoren
assemblagemedewerkster vliegtuigmotoren
assemblagemonteur vliegtuigmotoren",,released,2024-01-29T09:08:54.251Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Assemblagetechnici vliegtuigmotoren bouwen en installeren geprefabriceerde onderdelen van vliegtuigmotoren, zoals lichtgewicht zuigermotoren en gasturbines. Zij lezen specificaties en technische tekeningen om materialen en assemblage-instructies te bepalen. Zij inspecteren en testen de motoren en keuren defecte onderdelen af.",8211.1.1
Occupation,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,2146,ingenieur ontginningsgebieden,"geodetisch ingenieur
ingenieur bij de exploitatie van ontginningsgebieden
ingenieur mijnbouw
mijnbouwingenieur
ingenieur geodesie
ingenieur voor ontginningen",,released,2024-01-23T11:01:56.829Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Ingenieurs van ontginningsgebieden analyseren welke extractiemethoden zoals graafwerkzaamheden, boren en stralen het meest geschikt zijn om grondstoffen uit de grond te winnen. Zij ontwikkelen plannen voordat een nieuw ontginningsgebied wordt geopend, waarbij wordt beoordeeld of het gebied winstgevend is. Ingenieurs van ontginningsgebieden beheren de dagelijkse activiteiten in een ontginningsgebied, creëren en onderhouden voortgangsverslagen, houden toezicht op het personeel, zorgen voor de gezondheid en veiligheid en beoordelen de gevolgen van een ontginningsgebied voor het milieu.",2146.11
Occupation,http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb,1420,manager audiologiewinkel,"bedrijfsleider speciaalzaak in hoortoestellen
audicienne
bedrijfsleidster speciaalzaak in hoortoestellen
audiologe
audioloog
audioloog-audicien
audicien
audiologe-audicienne",,released,2024-01-26T11:11:57.742Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations", Managers van audiologiewinkels zijn verantwoordelijk voor de activiteiten en het personeel in gespecialiseerde winkels.,1420.4.4
Occupation,http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,5223,verkoopspecialist ijzerwaren en verf,"verkoopspecialist ijzerwaren en gereedschappen
verkoopspecialist verf en behang",,released,2024-02-08T10:21:14.66Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Verkoopspecialisten ijzerwaren en verf verkopen ijzerwaren, verven en ander materiaal in gespecialiseerde winkels.",5223.7.21
Occupation,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,2341,leraar basisonderwijs,"onderwijzer
leerkracht basisonderwijs
onderwijsgevende basisonderwijs
lerares lager onderwijs
onderwijzer/onderwijzeres
lerares basisonderwijs
leraar lager onderwijs
leraar/lerares lager onderwijs
onderwijsgevende lager onderwijs
onderwijzeres
leerkracht lager onderwijs",,released,2024-01-16T13:49:51.515Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Leerkrachten van het lager onderwijs instrueren leerlingen op een lager schoolniveau. Zij ontwikkelen lesplannen overeenkomstig de doelstellingen van de leerplannen voor de verscheidenheid aan vakken die zij onderwijzen, met inbegrip van wiskunde, talen, natuurstudies en muziek. Zij houden toezicht op de leerontwikkeling van de leerlingen en evalueren hun kennis en vaardigheden over de onderwezen vakken. Zij baseren de inhoud van hun curriculum op de kennis van de leerlingen van wat ze eerder hebben geleerd en stimuleren ze om hun inzicht te verdiepen in de vakken waarin ze geïnteresseerd zijn. Zij maken gebruik van hulpmiddelen in de klas en leermethoden om een inspirerende leeromgeving te creëren. Leerkrachten in het basisonderwijs dragen ook bij aan schoolevenementen en communiceren met ouders en administratief personeel.",2341.1
Occupation,http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,8331,trambestuurder,"bestuurster tram
trambestuurder
bestuurder tram
bestuurder van een tram
trambestuurster
bestuurster van een tram",,released,2024-01-16T13:07:51.165Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Trambestuurders besturen trams, innen het door passagiers verschuldigde geld, en staan passagiers ten dienste.",8331.2
Occupation,http://data.europa.eu/esco/occupation/040f62f5-d570-4d3f-b732-c8ea4afc2738,3122,montageleider assemblage reservoirs,"assemblagemonteur reservoirs
assemblagetechnicus reservoirs
opzichter montage drukvaten
supervisor montage reservoirs
verantwoordelijke assemblage reservoirs
opzichter montage reservoirs
opzichter montage opslagtanks
supervisor montage opslagtanks
ploegbaas assemblage reservoirs
supervisor montage drukvaten",,released,2024-01-16T15:10:20.279Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Montageleiders assemblage reservoirs monitoren het assemblageproces van reservoirs zoals ketels of drukvaten. Zij trainen en coachen de werknemers die zijn betrokken bij de assemblage om de productiedoelstellingen te realiseren.,3122.3.2
Occupation,http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16,4321,magazijnmedewerker kleding,"magazijnhulp kleding
magazijnmedewerkster kleding
loodsmedewerker kleding
loodsmedewerkster kleding
magazijnmedewerker kleding
magazijnbediende kleding",,released,2024-01-16T11:17:25.382Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Magazijnmedewerkers kleding zijn belast met de opslag van textiel, accessoires en onderdelen voor kledingproductie. Zij zorgen ervoor dat alle onderdelen die nodig zijn voor de productie van kleding, klaar zijn om in de productieketen te worden gebruikt door de aangekochte onderdelen te classificeren en te registreren, ramen de aankopen en verdelen deze over de verschillende diensten",4321.1.5
Occupation,http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,3343,administratief medewerker,"kantoorassistente
kantoorassistent
administratief assistent
kantoorhulp
administratief assistente
administratief medewerkster",,released,2024-01-17T16:46:46.636Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Administratief medewerkers verrichten ondersteunend administratief en kantoorwerk voor leidinggevenden. Zij voeren uiteenlopende taken uit, zoals de telefoon opnemen, bezoekers ontvangen en de weg wijzen, kantoorbenodigdheden bestellen en de kantoorfaciliteiten onderhouden. Zij zorgen er ook voor dat apparatuur goed functioneert.
	",3343.1
